tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai,dist_hsi
1,60,10,-36.485642037926254,D,-2.0,5.0,5.128878270579753,5.913550158824523,4.8956670626003405,5.180081964886852,5.091020659233365
2,60,10,-36.485642037926254,D,-2.080808080808081,5.252525252525253,5.244774692785304,4.066820389341601,6.359600756754882,5.145337760540228,5.195314039077644
3,60,10,-36.485642037926254,D,-2.1616161616161618,5.505050505050505,5.174479065598877,5.161475786600872,5.676097134022543,5.565003494343046,5.279197325366105
4,60,10,-36.485642037926254,D,-2.242424242424242,5.757575757575758,5.808195121404242,5.595058031950057,6.954267896026344,5.782554456308819,5.589316039735662
5,60,10,-36.485642037926254,D,-2.323232323232323,6.01010101010101,6.004775550093635,5.11512470835223,8.039787181160133,6.401660751597632,5.84891427899506
6,60,10,-36.485642037926254,D,-2.404040404040404,6.262626262626263,6.2587703126306105,6.440052442843042,7.595490340601419,6.640470452650254,5.971463920022868
7,60,10,-36.485642037926254,D,-2.484848484848485,6.515151515151516,6.2834361379920605,6.163999506555664,7.640444547770858,6.719022377921088,6.467465916269689
8,60,10,-36.485642037926254,D,-2.5656565656565657,6.767676767676768,6.983213197241195,7.691056555485174,9.413942533907546,6.519497073559118,6.65888079581108
9,60,10,-36.485642037926254,D,-2.646464646464646,7.020202020202021,6.921570399270765,7.008042245874579,9.897836590923674,7.18583046583856,6.900254299513612
10,60,10,-36.485642037926254,D,-2.7272727272727275,7.272727272727273,7.387050484219253,7.403992459930178,5.841862734566999,7.232357527971679,7.287098481593321
11,60,10,-36.485642037926254,D,-2.808080808080808,7.525252525252526,7.544563959511202,6.534526824144304,5.8903629899108445,7.681422183894246,7.332864921621118
12,60,10,-36.485642037926254,D,-2.888888888888889,7.777777777777779,7.826733763192109,8.001813016644636,9.688441590253792,7.485674079895952,7.7706104725774745
13,60,10,-36.485642037926254,D,-2.9696969696969697,8.030303030303031,8.312727546415928,8.020705026368093,6.372727812774817,7.760138990088958,7.859692294979721
14,60,10,-36.485642037926254,D,-3.0505050505050506,8.282828282828284,8.100662684454452,8.582297728165624,8.378600064809861,7.849233280174193,8.276990527733844
15,60,10,-36.485642037926254,D,-3.1313131313131315,8.535353535353536,8.523707674749403,9.45439279349502,9.592443415914776,8.284333677174631,8.563073345351343
16,60,10,-36.485642037926254,D,-3.212121212121212,8.787878787878789,8.710433903973376,9.393960051447362,5.473812797611078,8.974264171468084,8.949266275602913
17,60,10,-36.485642037926254,D,-3.2929292929292933,9.040404040404042,9.314210811963813,8.215209048524331,7.914686059547421,8.997862729857118,9.099143586417606
18,60,10,-36.485642037926254,D,-3.3737373737373737,9.292929292929294,9.356998843060053,9.179608209149643,11.029318438444603,9.544984637313972,9.46435513867166
19,60,10,-36.485642037926254,D,-3.4545454545454546,9.545454545454549,9.583787908276534,8.99172094142297,7.549341270963221,9.833030090293647,9.511043634017593
20,60,10,-36.485642037926254,D,-3.5353535353535355,9.7979797979798,9.721241627077458,9.344917469011332,11.890909166951612,9.925364626477435,9.749336033556844
21,60,10,-36.485642037926254,D,-3.616161616161616,10.050505050505052,10.141127017086916,8.890481892695782,7.087698005437964,10.55893712766087,10.025220714071885
22,60,10,-36.485642037926254,D,-3.696969696969697,10.303030303030305,10.170379977738074,10.815042293941714,9.50657811332765,10.511188304175022,10.087918268026476
23,60,10,-36.485642037926254,D,-3.7777777777777777,10.555555555555555,10.483370420106,11.608701386695431,11.889225665411912,10.491575490066731,10.635318681937331
24,60,10,-36.485642037926254,D,-3.858585858585859,10.80808080808081,10.91125313297009,10.497185361550422,11.036329768108518,10.941977486450554,10.910704100655792
