tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai
1,40,20,-60.874773024904684,C,13.916203660668007,40.0,39.737801264086514,40.08667538230334,40.91644334881899,40.08449655290626
2,40,20,-60.874773024904684,C,7.763911596992072,39.601010101010104,39.402073310928586,39.80799525454499,37.557136393002494,39.67119449900042
3,40,20,-60.874773024904684,C,13.122194046968447,39.2020202020202,39.14660132973245,38.841247490101594,37.97644903943245,39.26852971197735
4,40,20,-60.874773024904684,C,14.89394110328861,38.803030303030305,38.80138917463444,39.29280821985809,36.29284975612223,38.741391002155396
5,40,20,-60.874773024904684,C,12.381929052278913,38.4040404040404,38.32990730213357,39.0277631600244,37.11265395491682,38.36639878719885
6,40,20,-60.874773024904684,C,9.127181229638769,38.005050505050505,37.95781326727611,36.65785736421175,40.36178055378234,38.29639285910651
7,40,20,-60.874773024904684,C,13.192372076790079,37.60606060606061,37.603792020300915,37.02833076483368,37.604719753497186,37.57425901698371
8,40,20,-60.874773024904684,C,7.116930304512178,37.207070707070706,37.370200943938656,37.308949504084026,36.68941561866039,36.759289937261755
9,40,20,-60.874773024904684,C,9.313152143242934,36.80808080808081,36.98681685124803,37.20892697771598,37.63828412595901,36.63387582690692
10,40,20,-60.874773024904684,C,7.906889094003738,36.40909090909091,36.388878191736936,36.4841783483993,37.66982684776311,36.345741809386524
11,40,20,-60.874773024904684,C,6.7429708900502385,36.01010101010101,35.71965649287178,35.89555343215585,37.40358925505764,36.08401646775605
12,40,20,-60.874773024904684,C,11.272587382589489,35.611111111111114,35.663431969790295,34.55776140881237,35.04851201413283,35.42929540229377
13,40,20,-60.874773024904684,C,10.535350928021561,35.21212121212121,35.24152050269451,34.72537999875459,33.22833614646434,34.92589073918248
14,40,20,-60.874773024904684,C,11.70575029656204,34.813131313131315,34.74155526124398,34.3811185813282,36.61268921654472,34.62770027386131
15,40,20,-60.874773024904684,C,8.996860446838049,34.41414141414141,34.36441095866275,35.12428033844841,34.004409938526436,34.49114107165466
16,40,20,-60.874773024904684,C,8.345185159454616,34.015151515151516,33.91161516996878,34.381995478124196,33.73685097706965,33.661555114896714
17,40,20,-60.874773024904684,C,11.799041775567964,33.61616161616162,33.641474223916916,32.68687443195897,29.925792359610664,33.906736984215534
18,40,20,-60.874773024904684,C,12.510721692875087,33.217171717171716,33.21385537021958,33.73190662977152,32.727581241863845,33.06265307034471
19,40,20,-60.874773024904684,C,6.126015371323257,32.81818181818182,32.81995236175016,31.61828701795762,33.20862080078995,32.776146436598346
20,40,20,-60.874773024904684,C,11.53394573001835,32.41919191919192,32.49150230721275,31.53998717017519,30.63119759539779,32.60212848176214
21,40,20,-60.874773024904684,C,6.986814567831459,32.02020202020202,32.095822818474616,31.38214771686499,31.526688724937,32.055267989288595
22,40,20,-60.874773024904684,C,11.644969231095622,31.62121212121212,31.733034833102078,31.125857280176028,34.079756027290074,32.1072712484049
23,40,20,-60.874773024904684,C,11.687913177203008,31.22222222222222,31.38309704107216,30.623166363794112,32.91632526071957,31.524025209964506
24,40,20,-60.874773024904684,C,7.879493363499844,30.823232323232325,30.71636758741664,31.099272984611936,31.453156849644174,30.745456010420575
25,40,20,-60.874773024904684,C,13.314512189119593,30.424242424242422,30.2304246349377,30.00366387811934,30.691471738193428,30.522072315003797
26,40,20,-60.874773024904684,C,9.599391752612771,30.025252525252526,30.017566452274924,29.887003045159155,29.532716299800022,30.001372670731435
27,40,20,-60.874773024904684,C,9.61942126305653,29.626262626262626,29.766163046480386,29.66885872658886,30.82939119434635,29.25025837372204
28,40,20,-60.874773024904684,C,10.0797545738969,29.227272727272727,29.24053397286394,29.882111339225464,30.895922670703122,29.156313275848312
29,40,20,-60.874773024904684,C,6.585013733388344,28.828282828282827,28.91333317055692,29.572917933025867,28.717023399836787,28.95936455065752
30,40,20,-60.874773024904684,C,12.54072529772732,28.429292929292927,28.56794029592616,27.3158813358124,29.718019229246227,28.788479962337824
31,40,20,-60.874773024904684,C,8.810553207037897,28.03030303030303,28.056230861606817,28.40888614224185,30.78560393967029,28.24640345742584
32,40,20,-60.874773024904684,C,6.507084154014244,27.63131313131313,27.47376638867083,27.891372667221617,28.90822279335238,27.70291143606807
33,40,20,-60.874773024904684,C,12.43626912825576,27.232323232323232,26.988914416271705,28.316348359709632,27.31846735296589,27.258379430603352
34,40,20,-60.874773024904684,C,8.500917080149945,26.833333333333332,26.963284762525298,27.17403529509321,28.869538788235662,26.740664650798397
35,40,20,-60.874773024904684,C,7.849605903143981,26.434343434343432,26.433485669680728,26.290080995966775,26.80228632285402,26.158583381938943
36,40,20,-60.874773024904684,C,5.784376062265993,26.035353535353536,26.22896446687144,25.369212337384585,28.621084825237308,26.241717849637325
37,40,20,-60.874773024904684,C,12.92955869781094,25.636363636363637,25.783882081793646,24.943882848442883,25.706946428613254,25.52165366702981
38,40,20,-60.874773024904684,C,13.593645228714585,25.237373737373737,24.962968736066866,25.180504435122575,25.494033878961865,24.914895583468514
39,40,20,-60.874773024904684,C,9.94044455320227,24.838383838383837,24.731200298662333,25.424929845396097,23.4432754425145,25.338926639440384
40,40,20,-60.874773024904684,C,9.063287035158329,24.439393939393938,24.450788815459184,23.661676003828397,25.276659162517323,24.661153038285633
41,40,20,-60.874773024904684,C,10.681277871486943,24.04040404040404,24.127976967383027,24.305110933174063,23.498891925566426,24.26189709290399
42,40,20,-60.874773024904684,C,13.853988335633098,23.641414141414142,23.614852683681843,24.19772223415949,24.641107007320745,23.529052170706965
43,40,20,-60.874773024904684,C,8.18372993391648,23.242424242424242,23.271002692619913,24.14184821199885,22.17804756306858,22.78279445576491
44,40,20,-60.874773024904684,C,9.210573357299207,22.843434343434343,22.858340528031434,23.110650109093303,24.66120765015656,22.302257667856342
45,40,20,-60.874773024904684,C,9.449406019321533,22.444444444444443,22.64305315467717,21.391158767361517,22.871523090986518,22.182119084998618
46,40,20,-60.874773024904684,C,6.693893305926224,22.045454545454543,21.906104488278935,22.565680455385934,23.108605917723775,22.233142529305354
47,40,20,-60.874773024904684,C,12.341877841717292,21.646464646464647,21.536491083666235,21.21605777619236,19.751400996529764,21.339369203715055
48,40,20,-60.874773024904684,C,6.026896098979773,21.247474747474747,21.410155274283134,21.94244842333153,22.8060839873553,21.536103071655802
49,40,20,-60.874773024904684,C,9.247448981777712,20.848484848484848,20.92890383059223,21.682192070107586,19.09715258664541,20.965177104282983
50,40,20,-60.874773024904684,C,6.23545411684278,20.449494949494948,20.507842243147984,20.20050309333852,21.03108265772615,20.443471883856944
51,40,20,-60.874773024904684,C,11.854864112176156,20.05050505050505,19.699896374678218,19.50352712374291,20.735937893842834,19.899442347609824
52,40,20,-60.874773024904684,C,14.946219616622802,19.651515151515152,19.66162378494384,19.42854056438511,19.806839723261177,19.244257671251493
53,40,20,-60.874773024904684,C,7.825643714666338,19.252525252525253,18.988775766329578,20.16868998794689,20.62109096750725,19.661677580714457
54,40,20,-60.874773024904684,C,9.501788639600797,18.853535353535353,18.920486798716926,19.44264987856439,18.033058144040485,18.951285792109132
55,40,20,-60.874773024904684,C,7.957989597072812,18.454545454545453,18.303289614873936,18.01019724029344,17.382239452941132,18.090430736047043
56,40,20,-60.874773024904684,C,7.59450530505438,18.055555555555554,18.18663685213757,18.50264064849028,21.08132842840831,17.93921116381514
57,40,20,-60.874773024904684,C,6.662323928857897,17.656565656565654,17.7205696385426,16.439115846923404,16.83314292762299,17.32257112315389
58,40,20,-60.874773024904684,C,10.207829145272095,17.257575757575758,17.376406402339416,17.11844437777319,18.77881399288602,17.249511114642353
59,40,20,-60.874773024904684,C,7.903964387742649,16.858585858585858,16.9197149422858,17.140190719130192,18.098498331785617,16.816828903812162
60,40,20,-60.874773024904684,C,10.724658298064805,16.45959595959596,16.647491710102834,16.878804852638826,17.260285977869337,16.57879540590116
61,40,20,-60.874773024904684,C,8.966997267207532,16.06060606060606,16.172666331306925,16.093117926377854,15.816685542384302,15.62433251225011
62,40,20,-60.874773024904684,C,7.500489109012597,15.661616161616159,15.742143614989224,15.283785103971175,15.85764608768688,15.933149013196813
63,40,20,-60.874773024904684,C,12.616957931704206,15.262626262626263,15.267888534359333,14.644466262168294,14.285999788308358,15.139152716484261
64,40,20,-60.874773024904684,C,12.643789546258738,14.863636363636363,14.641941250421125,15.202436744837208,15.425954250918736,14.782541603002807
65,40,20,-60.874773024904684,C,14.229657535735504,14.464646464646464,14.437311347094788,14.494187983688855,13.811870073646437,14.43456141198148
66,40,20,-60.874773024904684,C,9.743135997635054,14.065656565656564,14.062602979443197,14.509438686894327,12.713298794583086,14.525091900331246
67,40,20,-60.874773024904684,C,10.514416741670782,13.666666666666664,13.85545443066824,14.418308782902473,12.576553262491167,13.604059894547245
68,40,20,-60.874773024904684,C,10.832090143557977,13.267676767676768,13.155898191514863,13.391313381777962,11.995941994439058,13.333711215017875
69,40,20,-60.874773024904684,C,13.075963886590747,12.868686868686869,12.784131140208137,13.518198444914523,12.889844467731445,12.914459269634506
70,40,20,-60.874773024904684,C,9.214413033138236,12.469696969696969,12.2844206467984,12.786072355829791,12.88444393440277,12.511055615915906
71,40,20,-60.874773024904684,C,10.856051464967472,12.07070707070707,11.958323785399426,13.217763866160013,13.396697741453755,12.331224666255846
72,40,20,-60.874773024904684,C,7.829191822931863,11.67171717171717,11.76677422291905,11.580254372788605,11.486761238993282,11.366811071523035
73,40,20,-60.874773024904684,C,13.36401462428757,11.272727272727273,11.24932724687746,11.811767066012344,11.14017600995221,11.100006213817402
