tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai,dist_hsi
1,50,50,81.56696108890992,A,5.172318361981371,40.0,39.73923161021389,37.93404445093958,39.60802167458154,40.54182354070033,39.65805014968667
2,50,50,81.56696108890992,A,9.53258744233068,39.6010101010101,39.57064171839299,41.26375186937101,36.736275218702914,39.57329754874479,39.512239873114446
3,50,50,81.56696108890992,A,9.628943086815534,39.2020202020202,39.2117590375125,39.4116903379946,39.10459655053058,38.37855129513894,39.28227754042205
4,50,50,81.56696108890992,A,7.896878197199278,38.80303030303031,38.99583449758735,38.32050115213019,39.28257763160657,38.397701643666565,39.075928717380044
5,50,50,81.56696108890992,A,6.586687811522753,38.4040404040404,38.52659959272331,38.0393926057841,39.01884862445768,37.41741311535432,38.284091966376614
6,50,50,81.56696108890992,A,14.22145144593179,38.005050505050505,38.20041383593996,36.95378156939551,35.01687428334733,38.63287071786527,38.07186547789614
7,50,50,81.56696108890992,A,6.826972853110858,37.60606060606061,37.46661223830269,39.394765104260046,39.06318556514557,38.20396720079842,37.60103766524855
8,50,50,81.56696108890992,A,13.873880835923556,37.20707070707071,37.50623351255643,35.58106963833275,34.60118971604913,36.80752998802635,37.051477421372184
9,50,50,81.56696108890992,A,8.075347671524444,36.80808080808081,36.84195319939096,37.43290276022282,32.920190731991056,37.29416950361896,36.864192653120924
10,50,50,81.56696108890992,A,11.803039548525824,36.40909090909091,36.64072345876323,35.437818852277445,41.08271019013394,36.57964951711494,36.351472010634346
11,50,50,81.56696108890992,A,12.71623038835305,36.01010101010101,35.98866149285962,35.578211190533096,33.78834230085927,35.88484696393511,35.858771100114794
12,50,50,81.56696108890992,A,7.943070134672109,35.611111111111114,35.55397060567164,34.27975138270407,36.345249319157126,35.56404192278922,35.46332944062388
13,50,50,81.56696108890992,A,6.484664025545745,35.21212121212121,35.653272641862856,32.6026425099052,33.96395989279971,35.30693635300569,35.0480101985711
14,50,50,81.56696108890992,A,11.315169622173253,34.813131313131315,34.75744449143677,36.21743945792694,33.02887697393793,34.96024897152632,34.5270082758673
15,50,50,81.56696108890992,A,8.84801021205585,34.41414141414141,34.581058402914465,34.88941817503304,35.76128703854824,34.51304023260041,34.661708427198384
16,50,50,81.56696108890992,A,14.093863709179606,34.01515151515152,34.119458513333626,33.24385546454511,34.38292265453969,34.17269951219761,33.88157463079821
17,50,50,81.56696108890992,A,14.592280628340085,33.61616161616162,33.63250009639231,33.71350294927424,31.47167700808044,33.79299370105626,33.77569807724013
18,50,50,81.56696108890992,A,12.715465909788811,33.21717171717172,33.330258863995844,32.88684974734249,30.68231107454366,34.39775384036914,33.15429031611375
19,50,50,81.56696108890992,A,12.453894273704414,32.81818181818182,32.34237146049263,31.420179575476475,31.04609557754148,32.82143607246434,32.781076610261984
20,50,50,81.56696108890992,A,10.382789497150252,32.41919191919192,32.74887171690788,33.264281073974566,29.07568548743514,33.01427833328019,32.352890761217814
21,50,50,81.56696108890992,A,12.775364992943242,32.02020202020202,32.16325569543263,32.23738450038607,34.406573126914225,32.32987483998713,32.14649806441007
22,50,50,81.56696108890992,A,6.555005160782201,31.62121212121212,31.80304384858256,33.274248688600565,35.132924770277135,31.258594132625788,31.632669937911547
23,50,50,81.56696108890992,A,11.080264793544838,31.22222222222222,31.035376413328915,30.375177546567777,35.1768462379897,31.416853541800037,31.300253869544203
24,50,50,81.56696108890992,A,12.617257968079404,30.823232323232325,31.08957506715529,31.129248066222093,30.68305935096432,31.23193321049853,30.872720790923644
25,50,50,81.56696108890992,A,7.755004017800622,30.424242424242426,30.330520475702127,29.60049528044113,29.122383890487665,31.353924912701206,30.57423409044491
26,50,50,81.56696108890992,A,6.842713957016436,30.02525252525253,30.19449864260236,29.561238491296745,30.05642344311024,29.719727351281,29.820554530734476
27,50,50,81.56696108890992,A,10.788703498400304,29.626262626262623,29.204620369367984,29.94767719853775,31.50867125324817,29.74897605747097,29.589897581620615
28,50,50,81.56696108890992,A,10.098476826897674,29.227272727272727,29.101118173638312,28.94988290264427,29.56042291096523,28.481295063495388,29.309591961165278
29,50,50,81.56696108890992,A,9.923774265041942,28.828282828282827,28.877122200981745,29.365136898508297,29.912303348334017,28.524488757148863,28.874991777395554
30,50,50,81.56696108890992,A,12.6106809998056,28.429292929292927,28.347702403699834,29.0867655392063,28.251118190188368,28.96276460201896,28.6673634309634
31,50,50,81.56696108890992,A,11.906230000881198,28.03030303030303,28.00257606656108,28.97237371701811,29.74997010933881,27.79583969316196,28.078603746926312
32,50,50,81.56696108890992,A,5.1139448467885815,27.63131313131313,27.675168120381937,27.798643262284696,27.66106456550495,27.073340324065324,27.514729634972117
33,50,50,81.56696108890992,A,14.742725313436797,27.232323232323232,27.27269973903744,28.49939513195933,25.571436384756037,26.642173986697003,27.18592629328018
34,50,50,81.56696108890992,A,14.006214940994129,26.83333333333333,26.836488233965213,26.291914191038,24.02128797342137,26.414645579228694,26.80447709414717
35,50,50,81.56696108890992,A,12.436427321532957,26.434343434343432,26.773233634562786,26.30775388773746,29.896314128530037,26.23946691765227,26.56339670790557
