tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai,dist_hsi
1,20,30,-32.362896753575534,D,6.900504982390906,40.0,39.96659254931191,39.66005161234482,40.125919287894384,40.15885766381996,39.88168188750011
2,20,30,-32.362896753575534,D,13.555985290801358,39.6010101010101,39.607223318936136,39.22736138191968,41.387788650738855,39.37176685660952,39.47027356675559
3,20,30,-32.362896753575534,D,10.050732714008667,39.2020202020202,39.154934009524304,39.15116178811009,38.37021781978468,39.40336693055151,39.156866334599435
4,20,30,-32.362896753575534,D,11.510896024804971,38.80303030303031,38.726916067822586,38.55186560577639,39.49365781161312,38.736640438946985,38.800149394680275
5,20,30,-32.362896753575534,D,5.157500203140702,38.4040404040404,38.5074191424189,37.66003034958038,40.0499887450331,38.669367410913,38.25497578608784
6,20,30,-32.362896753575534,D,9.258098700852994,38.005050505050505,37.85690707939185,37.901460241017126,38.81024328281947,37.86919304190998,37.94189314874898
7,20,30,-32.362896753575534,D,6.789392301787396,37.60606060606061,37.62982993657745,37.55163603510422,39.17951634201903,37.82317674740312,37.54431887479542
8,20,30,-32.362896753575534,D,8.104928017454302,37.20707070707071,37.23911262786869,37.84353091171808,37.67698371602103,36.97661703510517,37.11761969939478
9,20,30,-32.362896753575534,D,11.740410058861473,36.80808080808081,36.84283221006431,37.26168939162696,37.51889670135583,36.669630374760125,36.835152734705744
10,20,30,-32.362896753575534,D,8.794575187284513,36.40909090909091,36.441689728999485,36.11238799091736,35.88988863794333,36.76949394585761,36.51558622157406
11,20,30,-32.362896753575534,D,11.02806859710336,36.01010101010101,35.9823391189524,36.67417165426267,35.79903266794587,36.15283640388065,36.13867055160186
12,20,30,-32.362896753575534,D,10.081423293941164,35.611111111111114,35.66832013840805,35.99026855211896,34.24682554623917,35.55558181443783,35.47841975844932
13,20,30,-32.362896753575534,D,8.39496484655605,35.21212121212121,35.15713204613542,34.75266262014865,34.021714316504315,35.22209757046707,34.93177502623444
14,20,30,-32.362896753575534,D,7.94764134411211,34.813131313131315,34.82370971612978,35.0610586058481,34.30975919013664,34.79322610231006,35.04569460165982
15,20,30,-32.362896753575534,D,5.282604092610256,34.41414141414141,34.327083565015315,34.620319287538216,32.426645271459584,34.36988275590793,34.5662851953664
16,20,30,-32.362896753575534,D,14.866474689160109,34.01515151515152,34.11413729344726,33.920380000711084,33.78923651338532,34.13819390815484,33.95157948788257
17,20,30,-32.362896753575534,D,11.879713673630024,33.61616161616162,33.67228876034258,34.47111150683364,33.48589599186228,33.25436547936042,33.80675953383831
18,20,30,-32.362896753575534,D,14.220151435067065,33.21717171717172,33.165581555009105,32.723980648471866,35.54686432310186,33.23047572870854,33.0259135727633
19,20,30,-32.362896753575534,D,13.04855385418196,32.81818181818182,32.8174382360323,32.37301472381657,32.327868960874184,33.112804403043235,32.66707669130411
20,20,30,-32.362896753575534,D,10.23536009391507,32.41919191919192,32.54174820889619,33.28794966937411,31.407000995232,32.56521583314329,32.4283563994084
21,20,30,-32.362896753575534,D,7.242528062850573,32.02020202020202,32.13232058926831,32.27447533703681,30.869764464669416,32.074902178505184,31.961356779168455
22,20,30,-32.362896753575534,D,9.71681369658547,31.62121212121212,31.56411593520502,31.351410102394397,29.241377546370156,31.7361017283598,31.58225930504128
23,20,30,-32.362896753575534,D,6.923827354152911,31.22222222222222,31.214555498632706,31.303257384149365,33.20672052892802,31.34343581770117,31.219179205683336
24,20,30,-32.362896753575534,D,10.114461931441731,30.823232323232325,30.581508372960013,30.45022712133627,29.23735795193452,30.860170417589543,30.54061333527034
25,20,30,-32.362896753575534,D,6.024603216450338,30.424242424242426,30.29060426597699,29.540632114259573,29.464639414520825,30.53367001503027,30.554482363255
26,20,30,-32.362896753575534,D,7.309504821892498,30.02525252525253,30.04729760128528,29.222131896004957,31.022514564228107,29.763610778096226,29.9619793132071
27,20,30,-32.362896753575534,D,10.106706672163588,29.626262626262623,29.541918427606845,29.554556513598893,28.484410442219453,29.41946581706221,29.592598735440266
28,20,30,-32.362896753575534,D,11.676972619987616,29.227272727272727,28.96632574382826,30.09707769383991,29.223604484258008,29.280970080673864,29.371106858575388
29,20,30,-32.362896753575534,D,12.286966278303751,28.828282828282827,28.62756943815853,28.344609956353544,29.880978115623414,29.090672728808244,28.834896592394312
30,20,30,-32.362896753575534,D,13.811566163040284,28.429292929292927,28.5658100456423,28.501018462799088,27.766743534766427,28.099937697175264,28.16743728830904
31,20,30,-32.362896753575534,D,8.583285267759004,28.03030303030303,28.022659305035077,27.392039011488706,26.770308523370076,27.71019699819501,27.9186566296022
32,20,30,-32.362896753575534,D,14.86054599883992,27.63131313131313,27.751792753354163,27.668337312217663,28.234195639294597,27.551225021182876,27.604853800230117
33,20,30,-32.362896753575534,D,5.295484461749174,27.232323232323232,27.29144062693381,28.05999914399629,28.560198752802226,27.151297676025106,27.38800036267436
34,20,30,-32.362896753575534,D,12.462449593654023,26.83333333333333,26.97519367956878,26.952219293446007,26.87434680823593,26.49179777226589,26.76565913233547
35,20,30,-32.362896753575534,D,13.672139876674866,26.434343434343432,26.21874083165699,25.388887252622187,26.11726858239192,26.576470721781156,26.31235967878716
36,20,30,-32.362896753575534,D,13.317569755650924,26.035353535353536,25.95748015684993,26.746272188013943,26.39139347771489,26.063116294646345,25.819106593379587
37,20,30,-32.362896753575534,D,11.406685764503004,25.63636363636364,25.74079215647117,25.05037798287138,25.63695354317881,25.752335942223446,25.687869925279816
38,20,30,-32.362896753575534,D,13.838117558624234,25.237373737373737,25.15268000312235,24.53687088159669,23.769742685986003,25.07308719701968,25.504696052243162
39,20,30,-32.362896753575534,D,5.403766486421343,24.83838383838384,24.767720367911032,25.30822008126348,23.254651727173005,24.657657170513943,24.730963761889953
40,20,30,-32.362896753575534,D,5.043040011765124,24.439393939393938,24.469685810318826,24.766108065176056,22.656065414593517,24.344146446720785,24.556684062872044
41,20,30,-32.362896753575534,D,13.24377810622991,24.04040404040404,24.18861713230121,24.55078799872696,24.4109087861128,24.26912994076547,24.28345272994454
42,20,30,-32.362896753575534,D,7.698743086936933,23.641414141414145,23.517993265192967,23.646062772514043,21.815508257155827,23.5428204774124,23.557247400896475
43,20,30,-32.362896753575534,D,8.695799069704062,23.24242424242424,23.18466294417008,23.06192394265496,23.86507183407439,23.159522019011437,22.930154187794212
44,20,30,-32.362896753575534,D,9.543974125499348,22.843434343434343,22.72938518827542,23.105052530119035,23.017650507394404,22.3319547966106,23.018154936821677
45,20,30,-32.362896753575534,D,10.66261782808917,22.444444444444443,22.41481202570467,23.14324326685096,21.777346504296737,22.32151558540774,22.577514914535872
46,20,30,-32.362896753575534,D,5.999203928734149,22.045454545454543,22.009159645407003,21.88608413286525,20.47291727176683,22.14385874805521,21.86517433663489
47,20,30,-32.362896753575534,D,5.2150338147720685,21.646464646464647,21.4182523550537,21.228932763553463,21.0342642390648,21.865421375290826,21.680151473366177
48,20,30,-32.362896753575534,D,11.483266633148368,21.247474747474747,21.245290282473952,20.22350574799522,20.40090617094189,21.3884497827562,21.24902742246337
49,20,30,-32.362896753575534,D,8.74465379328401,20.848484848484848,20.96034781953296,19.922984502996776,21.500301975019596,20.75918427267925,20.671671038555505
50,20,30,-32.362896753575534,D,5.931670889349024,20.449494949494948,20.579149774569053,20.61546139070348,22.17425894143107,20.27447491655684,20.570625135611515
51,20,30,-32.362896753575534,D,8.114021913298332,20.05050505050505,20.14645894796177,20.24354965890109,19.318109631763644,19.664738605585544,20.274106032426708
52,20,30,-32.362896753575534,D,12.320600469516304,19.651515151515152,19.607055887749937,18.70145347017201,19.000473797715458,20.011909951861643,19.584441313825845
53,20,30,-32.362896753575534,D,5.171960394132068,19.252525252525253,19.338813264784125,19.713907893118936,19.084463230434128,18.7269023363244,19.2448621074536
54,20,30,-32.362896753575534,D,10.35982779621923,18.853535353535356,18.816181019037376,18.93525767959744,21.29000037118021,18.668469112050538,18.743911116549313
55,20,30,-32.362896753575534,D,13.935056744972394,18.454545454545453,18.47944085539793,18.23996256329,18.84069370762749,18.4783067529846,18.501094481404312
56,20,30,-32.362896753575534,D,13.891875463953228,18.055555555555557,18.041889162381786,16.853731503582726,18.607429172680803,18.47728630385144,18.083675751465282
57,20,30,-32.362896753575534,D,7.551363858601898,17.656565656565654,17.71859752843485,18.502830650627587,19.27831876833641,17.613418160176373,17.616865069668602
58,20,30,-32.362896753575534,D,9.313291439530945,17.257575757575758,17.18105978240703,17.270841498604558,18.02308410093692,17.553059785841274,17.083361882643956
59,20,30,-32.362896753575534,D,6.485052634849358,16.858585858585858,16.8247119865935,16.49711325122927,17.19737301107447,16.51747122045649,16.560691637726567
60,20,30,-32.362896753575534,D,14.930782932866054,16.45959595959596,16.34133352742264,16.421319798387206,16.708273312889816,16.41017184217595,16.3148674150043
61,20,30,-32.362896753575534,D,13.45232021635757,16.06060606060606,15.974264879325066,15.63167659004728,16.232988798865765,16.117028928307512,16.138576258939608
62,20,30,-32.362896753575534,D,6.685470972279408,15.66161616161616,15.680371349669132,17.060164834562034,15.070787965701475,15.813510239153656,15.759126921641496
63,20,30,-32.362896753575534,D,5.4236088251353545,15.262626262626265,15.104724805601066,15.021807141006052,14.616844643740706,15.108026414251013,15.388341464468606
64,20,30,-32.362896753575534,D,13.121689438007287,14.863636363636363,14.859263938841794,14.824419806335651,16.67450559575098,14.679924650795952,15.055114633296828
65,20,30,-32.362896753575534,D,9.220509186298992,14.464646464646464,14.560900193852998,14.517752337326275,16.192985562105505,14.638845548875375,14.558273377327
66,20,30,-32.362896753575534,D,10.006437861272772,14.065656565656564,14.19545379974435,13.320836674909437,14.606059447792264,14.2247270355207,14.291290376283206
67,20,30,-32.362896753575534,D,5.725161077525441,13.666666666666664,13.604284434451024,13.50572748835034,14.218984321855435,13.671009225883203,13.654307787070332
68,20,30,-32.362896753575534,D,11.039097781576404,13.267676767676768,13.2053537177065,12.751088410219058,12.079881426796796,13.0823930344484,13.217493619140901
69,20,30,-32.362896753575534,D,5.603475152889612,12.868686868686869,12.988929449507532,13.449260912405729,12.132923091860937,12.660468336496892,13.212295395899549
70,20,30,-32.362896753575534,D,6.91466535238524,12.469696969696969,12.491878106895104,12.498621370457007,12.478499862121486,12.500629283228564,12.333186598175628
71,20,30,-32.362896753575534,D,13.964077740756126,12.07070707070707,12.014249423530496,11.932188294178124,12.588066118901748,12.484302726398818,12.276194567972961
72,20,30,-32.362896753575534,D,12.0857972533219,11.67171717171717,11.630184433855888,12.11697600244009,10.748073649463006,11.539529123790691,11.387241320946025
73,20,30,-32.362896753575534,D,9.18411977000229,11.272727272727272,11.2374961636353,11.094425463068744,12.653726167842548,11.38831062904562,11.300013056916903
74,20,30,-32.362896753575534,D,14.66553711443576,10.873737373737374,10.81828708466643,10.724012208132413,10.426943788498516,10.712771726098314,10.843143854536157
75,20,30,-32.362896753575534,D,14.47645504532714,10.474747474747474,10.429121594113782,9.934836109643086,10.053710081844638,10.398406699494457,10.776417302209426
76,20,30,-32.362896753575534,D,12.796311914091856,10.075757575757574,10.199088885806956,9.88546231509779,11.582521071799036,10.268668758790504,10.011445140062
77,20,30,-32.362896753575534,D,5.6501506443635545,9.676767676767676,9.60391374012654,10.692854680707947,8.66068270098502,9.677663691552535,9.632270655176882
78,20,30,-32.362896753575534,D,10.813972853027373,9.277777777777777,9.254287176091688,9.481588522373164,9.886910488625912,9.237655682901153,9.206013004160091
79,20,30,-32.362896753575534,D,6.837263331345536,8.878787878787879,8.78984029675237,8.873971841142174,9.258668422082469,8.927785867988959,9.021213461590618
80,20,30,-32.362896753575534,D,13.733202001731687,8.47979797979798,8.534978778144305,7.700378493111509,9.217059530640402,8.434641276946294,8.386045010962919
81,20,30,-32.362896753575534,D,5.341214118465333,8.08080808080808,8.055938303083641,7.593545584905434,7.764237902824799,7.896281628600675,8.070725951378144
82,20,30,-32.362896753575534,D,11.517325870794236,7.68181818181818,7.566267788718057,7.430206125242511,6.190111607247033,7.731329958644339,7.708513053854559
83,20,30,-32.362896753575534,D,14.82626613428544,7.282828282828284,7.211513004611568,7.031523086970246,7.384570657024753,7.594301167965135,7.29027266857361
84,20,30,-32.362896753575534,D,5.727087986642445,6.8838383838383805,6.871554827312788,7.108664305560703,6.859223883195333,7.149854628873108,6.856153896892471
85,20,30,-32.362896753575534,D,8.383140922116715,6.484848484848484,6.425763905819007,6.296259996745597,9.123849931182344,6.545935307588049,6.584546178224745
86,20,30,-32.362896753575534,D,8.478881602986785,6.085858585858581,6.190150651041287,5.599012851025546,5.757781397894897,5.933113730115978,6.118873405611613
87,20,30,-32.362896753575534,D,6.588223296189232,5.686868686868685,5.774403220492178,5.97081395833726,7.19744688659993,5.798102419517022,5.824570185722425
88,20,30,-32.362896753575534,D,11.477771263849622,5.287878787878789,5.342693640618259,5.338755482515187,4.85699052342806,5.352940516596089,5.2346610151644954
89,20,30,-32.362896753575534,D,6.505737095298385,4.888888888888886,5.004142728014033,5.532788411229388,3.38273280697982,4.797134229598646,4.6059931257271876
90,20,30,-32.362896753575534,D,6.899202528898608,4.48989898989899,4.474976053844536,4.819043752632153,5.271512664501109,4.371002620647419,4.624547229632295
91,20,30,-32.362896753575534,D,14.47371233763209,4.090909090909086,4.092424793279113,5.401747470971134,4.080592423456039,4.1765516623165055,3.9439839925894433
