tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai,dist_hsi
1,100,30,-17.23068589833656,C,7.442641582184647,40.0,39.83546609312376,39.69426034930404,37.21819148294486,39.52066395215347,40.05321657635073
2,100,30,-17.23068589833656,C,11.986845667525705,39.6010101010101,39.472826728713805,40.649479619673215,40.3439936685756,39.51981000721738,39.438975432590595
3,100,30,-17.23068589833656,C,11.089084037913544,39.2020202020202,39.320462728606856,38.2172514039997,40.21102654346399,38.964230360079966,39.5090608248043
4,100,30,-17.23068589833656,C,11.432304226363138,38.80303030303031,38.76466055916814,38.90793306489766,37.4316933225577,39.42152577660671,38.95320019648699
5,100,30,-17.23068589833656,C,13.564866741164822,38.4040404040404,38.46771237580315,38.05725352918856,37.4924879042743,39.97734182760791,38.37019191013477
6,100,30,-17.23068589833656,C,10.845401861452013,38.005050505050505,38.31232070329921,37.487808979589445,41.12501008260005,39.11151856130343,38.05975823395541
7,100,30,-17.23068589833656,C,10.524945390164827,37.60606060606061,37.75144745247668,39.09208503485345,37.51917978703549,37.81262278903697,37.54599600870343
8,100,30,-17.23068589833656,C,11.569308299921504,37.20707070707071,36.93451182921694,35.5640656003572,36.47406731063251,36.77224301689844,36.95020206788377
9,100,30,-17.23068589833656,C,8.901772613799368,36.80808080808081,37.47408381759109,34.832795909914296,33.63050911156305,36.2017088301719,36.93165579922038
10,100,30,-17.23068589833656,C,9.19909772084236,36.40909090909091,36.15173072679344,37.08159668376022,41.94061922356893,36.888754502304494,36.42867540184936
11,100,30,-17.23068589833656,C,5.687299785300633,36.01010101010101,35.58262094131615,34.77344513146042,32.90572017629294,35.453061660627704,36.097854106358554
12,100,30,-17.23068589833656,C,14.596936917800525,35.611111111111114,35.70644451354629,34.2147364776382,39.99139518846992,35.537327617177034,35.42119235464539
13,100,30,-17.23068589833656,C,13.372922603305623,35.21212121212121,34.68774931322882,33.57612151401482,34.38027705585485,35.62100752900887,35.23023263342007
14,100,30,-17.23068589833656,C,9.651529977732096,34.813131313131315,34.87851024588403,35.86878302487918,38.3628287686232,35.0747877876769,34.625755592883706
15,100,30,-17.23068589833656,C,8.997200772577425,34.41414141414141,34.14112436940158,34.21358393719699,33.68617435728535,33.13030504540222,34.5107946330913
16,100,30,-17.23068589833656,C,13.757229300304369,34.01515151515152,33.96687400660241,33.489591587208544,36.01272651545451,34.45681094976201,33.8949185184928
17,100,30,-17.23068589833656,C,5.919156848734122,33.61616161616162,33.97321517576626,34.60704158545966,33.01314878318924,33.85167116107543,33.416902052235095
18,100,30,-17.23068589833656,C,14.070108083230496,33.21717171717172,33.31646408920654,33.21502679544237,33.32448886467891,32.57346147294117,33.28776460856567
19,100,30,-17.23068589833656,C,11.07104751558369,32.81818181818182,32.62049631598212,32.80874582641139,35.21774280655524,33.61153590907985,32.5403302734288
20,100,30,-17.23068589833656,C,14.336809461995406,32.41919191919192,32.06294115094383,33.4658431842863,31.257382816308382,32.79472857711672,32.438683407305646
21,100,30,-17.23068589833656,C,11.513308980673605,32.02020202020202,31.976517932774883,31.585304347317244,30.584862468865325,31.267606983853643,32.04390482891468
22,100,30,-17.23068589833656,C,9.49646192849178,31.62121212121212,32.166404402327615,30.26648750132965,33.594715823093566,31.87077862294985,31.47468536367666
23,100,30,-17.23068589833656,C,11.472189741179225,31.22222222222222,31.444733250351437,30.920207803920725,28.83657392503683,30.88542912628409,31.146988681660233
24,100,30,-17.23068589833656,C,14.462568556576803,30.823232323232325,30.68230847242673,33.74997872170511,26.4251111172047,30.451516552022717,30.761742477485022
25,100,30,-17.23068589833656,C,5.099555191418127,30.424242424242426,30.06719739685153,32.89730142154876,34.608668069720665,29.39538668234365,30.27488562100144
26,100,30,-17.23068589833656,C,7.701970739851594,30.02525252525253,30.34229412001389,28.697376841990824,30.66810559934937,30.189893782013016,30.068403354449675
27,100,30,-17.23068589833656,C,12.328466560120042,29.626262626262623,29.68756692736388,30.130334951059243,32.38468364198752,29.69920225782049,29.709624694002702
28,100,30,-17.23068589833656,C,11.148526326411003,29.227272727272727,29.298784900073382,26.80514262981695,28.532882040640217,29.67996037097663,29.378577803032666
29,100,30,-17.23068589833656,C,13.008364219413693,28.828282828282827,28.96043775894673,29.177726895407236,30.837239282380587,28.844435539716827,28.930284006710547
30,100,30,-17.23068589833656,C,13.606241570050674,28.429292929292927,28.384126781194123,27.32069280753356,30.036481057253518,28.91519519107982,28.51137608099494
31,100,30,-17.23068589833656,C,10.0323000346098,28.03030303030303,27.961106813105747,29.9006950836704,31.07134449768209,28.297952175486607,27.990205076833696
32,100,30,-17.23068589833656,C,10.74293573202259,27.63131313131313,27.212038415176224,26.488100503667106,26.205282027918408,26.82022730845772,27.594235078180766
33,100,30,-17.23068589833656,C,6.557433623380113,27.232323232323232,27.359673679737213,28.177368930126644,23.16820539119106,27.203644258475343,27.190716943841146
34,100,30,-17.23068589833656,C,6.503226995857188,26.83333333333333,27.004281605849226,26.169035983513226,27.90191337331644,25.913437088928223,26.750074845741732
35,100,30,-17.23068589833656,C,14.007345722974204,26.434343434343432,26.1216077376054,28.02882976045876,24.12331134479453,26.825862192688525,26.455853738349216
36,100,30,-17.23068589833656,C,13.287985787830564,26.035353535353536,26.13182572303176,26.240596717273363,20.998713786276344,26.446427654245,26.007788481391774
37,100,30,-17.23068589833656,C,12.09915059253451,25.63636363636364,25.939694561645517,25.392496867894103,21.60824393460173,25.71288038735654,25.734738417499422
38,100,30,-17.23068589833656,C,5.212857399824457,25.237373737373737,25.29550883800048,25.710576441302504,29.146061886208447,24.9658619966263,25.504321597272625
39,100,30,-17.23068589833656,C,7.476633146469068,24.83838383838384,25.39461973995073,25.90075606654605,23.848901897922048,24.55344790409952,24.762224496725388
40,100,30,-17.23068589833656,C,8.732232189131164,24.439393939393938,24.618042866180343,23.02196577674849,27.220230330052768,24.3590975368631,24.2194711715799
41,100,30,-17.23068589833656,C,8.453894787779397,24.04040404040404,23.74739826921112,24.556133802083504,20.09131253319248,24.09538051987701,24.33274857723129
42,100,30,-17.23068589833656,C,12.975038439583312,23.641414141414145,23.488044512166574,25.42887228147873,16.371538471755898,23.6094205544784,23.621588039329282
43,100,30,-17.23068589833656,C,6.527436605750437,23.24242424242424,23.526644305317625,22.11843177157501,18.1488555006163,23.352850403552655,23.358120080408106
44,100,30,-17.23068589833656,C,10.229169019673128,22.843434343434343,22.571025962240675,21.84145266224656,24.76850698531101,23.98056743713942,22.83826813956421
45,100,30,-17.23068589833656,C,14.718815008012635,22.444444444444443,22.33483939924011,22.165014549187685,24.56884499506849,22.224441499774837,22.4659208081981
46,100,30,-17.23068589833656,C,5.936917103966195,22.045454545454543,21.9384320976426,20.76455103219092,20.49006580747849,21.636289733255538,21.87380966144884
47,100,30,-17.23068589833656,C,5.240669137029215,21.646464646464647,21.848008836744857,23.5821672665867,20.556643449099884,21.1958560460194,21.65020721524999
48,100,30,-17.23068589833656,C,11.0794828229245,21.247474747474747,21.63131624446477,20.89701796851963,24.229366827434475,21.610128071244365,20.91816323026478
49,100,30,-17.23068589833656,C,6.366175778168336,20.848484848484848,20.818070721401256,20.776327494971103,21.664790347914696,20.386577193041123,20.978816949204084
50,100,30,-17.23068589833656,C,6.169653154094542,20.449494949494948,20.067871621109145,19.905310861485017,19.77585836469507,20.874279295720903,20.630634130876384
51,100,30,-17.23068589833656,C,7.587802287601812,20.05050505050505,20.0382675825631,18.743026409813023,13.005635339187537,20.007343927869844,20.005373052283193
52,100,30,-17.23068589833656,C,11.31359983716941,19.651515151515152,19.50739934135713,21.399786036089683,23.44795559596482,18.53670442485729,19.955128217624292
53,100,30,-17.23068589833656,C,9.668504008167222,19.252525252525253,19.19833307240712,16.404612180244293,16.238237806230618,19.50336069431093,19.037802760387496
54,100,30,-17.23068589833656,C,9.936595396816893,18.853535353535356,18.916953846829465,20.45426278349819,19.710946055535533,18.917853056607907,18.81700266790908
55,100,30,-17.23068589833656,C,9.373878063981,18.454545454545453,18.39316581633892,16.73285084945831,14.793392702479734,18.0732022146428,18.205424831277156
56,100,30,-17.23068589833656,C,13.50344770386092,18.055555555555557,17.965654597487067,17.388545414540012,13.693390817176931,18.284273892541528,18.111811790743463
57,100,30,-17.23068589833656,C,6.974356971398059,17.656565656565654,17.753309745630283,17.87869010153009,23.80940348277011,17.42297319312237,17.46062614787321
58,100,30,-17.23068589833656,C,12.597740178892243,17.257575757575758,17.150207222399626,16.545190651638713,15.129560855883202,17.551820709899,17.28461652769649
59,100,30,-17.23068589833656,C,11.177804553359708,16.858585858585858,16.498128967910425,17.958189970437026,17.842380210487462,16.737761175068346,16.82782131240548
60,100,30,-17.23068589833656,C,8.299026398417276,16.45959595959596,16.399632903343047,16.529865468413515,17.004848839045064,17.4447081574975,16.2629600957685
61,100,30,-17.23068589833656,C,12.259611521282132,16.06060606060606,15.897339644781306,15.242783129469936,19.211917141208232,16.55757735058391,16.32656572958528
62,100,30,-17.23068589833656,C,5.585547768101286,15.66161616161616,16.32808049685533,13.892182829390258,13.640428125408986,14.878562194990293,15.534680064925324
63,100,30,-17.23068589833656,C,14.851567452692914,15.262626262626265,15.35090775342386,13.893098822982772,14.904447285664643,15.52770314851239,15.423846643727693
64,100,30,-17.23068589833656,C,13.385293863977829,14.863636363636363,14.715163541224316,13.56880530463964,12.23583708112258,14.694637250927585,14.917010455293102
65,100,30,-17.23068589833656,C,6.765852727437115,14.464646464646464,14.4099312721684,13.756866022527452,17.339739960929766,15.69623569843994,14.394606619033743
66,100,30,-17.23068589833656,C,9.23579567191625,14.065656565656564,13.846878788345895,13.24583066728029,21.803688129934475,14.333524232046644,14.154592774393286
67,100,30,-17.23068589833656,C,5.590082034490358,13.666666666666664,13.453868024568829,14.728259606825471,17.794831455687223,13.688519863990622,13.64455063462888
68,100,30,-17.23068589833656,C,11.074037667343724,13.267676767676768,13.092763860887873,13.438574239895786,16.32553477177681,13.211616696810587,13.40200516245984
69,100,30,-17.23068589833656,C,12.241391398678372,12.868686868686869,12.933083223668069,14.046783703852954,13.661839180088595,13.105048658808018,13.04897012410303
70,100,30,-17.23068589833656,C,8.039832279085045,12.469696969696969,12.509718938183097,14.280889242926095,12.347171800556124,12.290940528298544,12.496527722580959
71,100,30,-17.23068589833656,C,7.077271295483176,12.07070707070707,12.008661255141169,10.614425122806663,7.447729801889837,11.74100511542722,11.912235545677198
72,100,30,-17.23068589833656,C,10.40675085244204,11.67171717171717,11.784863462469954,8.820454477249399,12.721275796249229,12.018770935741458,11.849958078752703
73,100,30,-17.23068589833656,C,6.55944155439623,11.272727272727272,11.519368826996866,8.407905699168431,8.377828901101783,10.86025271581428,11.148053257568987
74,100,30,-17.23068589833656,C,7.484199594652853,10.873737373737374,11.27753116623706,14.27505272645565,10.480170194492006,11.320596888910414,10.960518208699746
75,100,30,-17.23068589833656,C,13.791121414729004,10.474747474747474,10.731803140202386,12.132667555951423,10.280474051016592,11.31641270412035,10.601814301743396
76,100,30,-17.23068589833656,C,11.81512286950774,10.075757575757574,10.06228030608214,9.120421477897462,10.135506147081468,9.365834516614584,9.737602704412382
77,100,30,-17.23068589833656,C,11.731199944122078,9.676767676767676,9.356363127666311,9.25250923036556,7.058487500216583,10.116748040334125,9.83243164162025
78,100,30,-17.23068589833656,C,7.820909068145736,9.277777777777777,9.55037013865907,9.576056386600523,7.157160242348876,9.073587603378778,9.015876978067958
79,100,30,-17.23068589833656,C,11.282002324402912,8.878787878787879,8.862851727083312,8.066989349318984,11.70714088321835,10.162734576404738,8.903553011559755
80,100,30,-17.23068589833656,C,12.72908502364487,8.47979797979798,8.733239693323169,8.216990202754506,11.73211102145398,8.859644937932583,8.477416966225753
81,100,30,-17.23068589833656,C,8.564705451005869,8.08080808080808,7.672430299803635,8.437275276891937,7.350796966500388,7.912002578383298,7.977387797844046
82,100,30,-17.23068589833656,C,13.86426796391951,7.68181818181818,7.748233668624848,8.03893183556856,12.65403297132772,7.8286989073206525,7.7838933860338
83,100,30,-17.23068589833656,C,5.814029761079686,7.282828282828284,7.310673609624138,5.30557062404502,8.81044439130317,7.662106881721619,7.212366966952423
