tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai,dist_hsi
1,30,100,49.16595835205203,D,-2.0,5.0,5.132462765447377,4.4261479874635965,4.210692582578004,4.675297894731818,5.142884681900711
2,30,100,49.16595835205203,D,-2.080808080808081,5.252525252525253,5.233903905296952,6.01569192767344,5.534850282158434,5.939709113554607,5.258263421051188
3,30,100,49.16595835205203,D,-2.1616161616161618,5.505050505050505,5.145521389100294,4.884018565736289,7.378784137577349,4.577227434539125,5.254823619443601
4,30,100,49.16595835205203,D,-2.242424242424242,5.757575757575758,5.722463265449881,5.279758228167573,3.995586784189239,6.508772756101783,5.660424715964133
5,30,100,49.16595835205203,D,-2.323232323232323,6.01010101010101,5.880613064979905,6.80870477338014,3.1472862885524053,5.934703867806512,5.917981407413289
6,30,100,49.16595835205203,D,-2.404040404040404,6.262626262626263,6.467251877400105,5.473012537091853,4.424625594435101,5.396975600328561,6.392812698240703
7,30,100,49.16595835205203,D,-2.484848484848485,6.515151515151516,6.588382475233999,7.68323089659043,7.065668800880072,6.309087735524155,6.063613420662544
8,30,100,49.16595835205203,D,-2.5656565656565657,6.767676767676768,6.510262281859549,6.337202802876809,7.756236241343213,6.995340352054749,6.77314458396815
9,30,100,49.16595835205203,D,-2.646464646464646,7.020202020202021,6.480513131664364,9.116217507408187,9.996706920101536,7.238026016159862,7.137620332246491
10,30,100,49.16595835205203,D,-2.7272727272727275,7.272727272727273,7.178357208885183,5.966955208071124,8.493455883562666,6.902125488188446,7.029207993984779
11,30,100,49.16595835205203,D,-2.808080808080808,7.525252525252526,7.307431686399094,6.725838678533815,2.4704434931817483,6.472160717932969,7.723058923346552
12,30,100,49.16595835205203,D,-2.888888888888889,7.777777777777779,7.963144093983662,9.711111834730277,3.968842960405389,6.75865544896633,7.76367965106286
13,30,100,49.16595835205203,D,-2.9696969696969697,8.030303030303031,7.4628434735082045,11.176093184137024,7.00410551649564,7.487216786452338,8.122090522702969
14,30,100,49.16595835205203,D,-3.0505050505050506,8.282828282828284,8.209677329374856,8.223826725802429,8.26624800254788,8.215784012298137,8.159461726577812
15,30,100,49.16595835205203,D,-3.1313131313131315,8.535353535353536,8.282684381329702,8.299571009989938,5.808319764383427,7.609883573250861,8.708420836927477
16,30,100,49.16595835205203,D,-3.212121212121212,8.787878787878789,8.54463967533116,7.853169245488874,9.733651151437668,9.008042448585533,9.036284071765499
17,30,100,49.16595835205203,D,-3.2929292929292933,9.040404040404042,9.106966637055269,12.223298583269996,12.392268856227789,9.547660380158948,9.177581641779929
18,30,100,49.16595835205203,D,-3.3737373737373737,9.292929292929294,9.52175539972942,9.542315690003552,12.359240882035651,9.170910121026775,9.223061503380514
19,30,100,49.16595835205203,D,-3.4545454545454546,9.545454545454549,9.590654397874438,7.8105115070309825,6.374424972134311,8.921057422091737,9.787175466491899
20,30,100,49.16595835205203,D,-3.5353535353535355,9.7979797979798,9.856363869916647,10.014644054125222,11.904947538588114,8.997685792587403,9.843402913011559
21,30,100,49.16595835205203,D,-3.616161616161616,10.050505050505052,9.750219140705443,11.259545418730008,10.059453239853722,11.018702711637545,10.111637168846164
22,30,100,49.16595835205203,D,-3.696969696969697,10.303030303030305,10.294669929769242,9.072713950984856,6.554175326243707,9.830080792362,10.398961791334038
23,30,100,49.16595835205203,D,-3.7777777777777777,10.555555555555555,9.889806841251897,8.778246629649537,6.59345182204725,11.49700978920802,10.499902932594086
24,30,100,49.16595835205203,D,-3.858585858585859,10.80808080808081,10.80587718879051,12.095316923100125,7.263929741665752,11.570752931185629,10.624198488833066
25,30,100,49.16595835205203,D,-3.939393939393939,11.06060606060606,11.183786495364744,12.373813054473551,12.418417770214536,11.920201448849468,10.9388364464736
26,30,100,49.16595835205203,D,-4.020202020202021,11.313131313131311,11.14675839058703,10.830345760284796,12.102255607688342,12.59089784617315,11.374320460111973
27,30,100,49.16595835205203,D,-4.101010101010101,11.565656565656566,11.37219936370172,11.867579560923897,11.67321018786074,11.671042515598902,11.379578351575397
28,30,100,49.16595835205203,D,-4.181818181818182,11.818181818181818,12.08994754443134,11.227543626189426,8.564945223378318,12.19121432664138,12.13216722212288
29,30,100,49.16595835205203,D,-4.262626262626263,12.070707070707073,11.894392949477451,12.21353931450683,14.417481193019622,12.781285539304047,11.96169566782367
30,30,100,49.16595835205203,D,-4.343434343434343,12.323232323232324,12.50085559175345,13.832153513420351,13.224650639425318,10.756155054165792,12.352117013051494
31,30,100,49.16595835205203,D,-4.424242424242424,12.575757575757576,12.535790622909545,14.815910049385147,13.62709830258637,12.88920892816846,12.537314195309987
32,30,100,49.16595835205203,D,-4.505050505050505,12.828282828282829,12.687218849848737,13.10067002471432,11.140361042076488,12.509006420259114,13.038172308578732
33,30,100,49.16595835205203,D,-4.5858585858585865,13.08080808080808,13.203921876196638,12.778057436700452,10.660381467226491,13.064400082461754,12.982449368602186
34,30,100,49.16595835205203,D,-4.666666666666667,13.333333333333334,13.673195461309724,14.06171007484634,9.567968307778427,13.771887708846824,13.725902773306222
35,30,100,49.16595835205203,D,-4.747474747474747,13.585858585858588,13.11182727995696,14.301687842659852,17.121076262962177,13.600234654801206,13.370846120150917
36,30,100,49.16595835205203,D,-4.828282828282829,13.83838383838384,13.767387455429672,14.4030652100793,14.210471254359945,14.3646336188957,13.907608609624965
37,30,100,49.16595835205203,D,-4.909090909090909,14.090909090909092,13.815747803636844,13.3978680196831,16.25130647421778,13.859575911146816,13.862410877924596
38,30,100,49.16595835205203,D,-4.98989898989899,14.343434343434344,14.018214347835327,12.350343613633363,18.224682209322424,14.91664232168998,14.19570179633586
39,30,100,49.16595835205203,D,-5.070707070707071,14.595959595959595,14.481256366827283,14.939171129285336,14.113187754541544,14.560807722811465,14.94420919877971
40,30,100,49.16595835205203,D,-5.151515151515152,14.84848484848485,14.950060258268437,15.058710766023772,17.996877018506087,14.395602612495123,14.753873662409621
41,30,100,49.16595835205203,D,-5.232323232323233,15.101010101010102,14.6406496237821,14.678752233709544,11.009414059955782,14.7827925231886,14.843629209157939
42,30,100,49.16595835205203,D,-5.313131313131313,15.353535353535356,15.492848625319564,15.297027248895803,10.36954991042099,14.51143952832901,15.4951223461175
43,30,100,49.16595835205203,D,-5.3939393939393945,15.606060606060607,15.123653037370564,13.14640625693369,13.950704715123726,15.2696300783979,15.725386736012654
44,30,100,49.16595835205203,D,-5.474747474747475,15.85858585858586,15.941820326955764,15.068717482350817,18.609064800318457,16.669434548993596,15.792463822709049
45,30,100,49.16595835205203,D,-5.555555555555555,16.111111111111114,15.892613202436207,16.074577004234428,15.962173654503776,15.952884612650362,16.123218851649778
