tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai,dist_hsi
1,80,100,55.41780497933826,E,7.02029344903838,40.0,39.41788083006473,42.02513471336492,34.415196695124905,39.28796722902098,39.63017034570584
2,80,100,55.41780497933826,E,11.442808127478362,39.6010101010101,40.00562017830028,38.3878745343541,44.74894522770588,39.91390718020801,39.58216672084598
3,80,100,55.41780497933826,E,9.913167234026028,39.2020202020202,39.480498741023744,40.979367350276725,31.998336086907354,38.62616050598702,39.01961365133116
4,80,100,55.41780497933826,E,13.000812520385386,38.80303030303031,38.711667760496304,38.43659885217902,43.43276991833607,38.58940544177633,38.49405002082789
5,80,100,55.41780497933826,E,6.703646150956559,38.4040404040404,38.93546611158145,36.11286870405722,32.13342732544771,38.36105192263116,38.544226997708535
6,80,100,55.41780497933826,E,9.64368095763028,38.005050505050505,38.109557427966,37.64221694778847,33.68453374360776,39.39622918666535,38.03665929052981
7,80,100,55.41780497933826,E,6.511438571473435,37.60606060606061,36.67473933817119,35.12560112727419,35.98950377488493,36.91731319577445,37.665827738429634
8,80,100,55.41780497933826,E,11.027744609930783,37.20707070707071,37.22896636137776,36.61552830237476,33.73001421504668,37.77949798906181,36.9828775123859
9,80,100,55.41780497933826,E,6.674095800975027,36.80808080808081,37.08503529271525,37.44754788605428,38.06925375406385,37.69640739228972,36.74958413128785
10,80,100,55.41780497933826,E,7.841021705088799,36.40909090909091,36.32226831102647,37.22103544128427,39.098542866194606,35.98870467518556,36.58792066390007
11,80,100,55.41780497933826,E,13.864277715212,36.01010101010101,35.95902488265687,33.285537593893665,32.148389778825816,36.47066281463382,35.85406930831373
12,80,100,55.41780497933826,E,7.653424520671377,35.611111111111114,35.44967991754617,37.7369617780537,38.38474292098447,34.62788966828428,35.63512240511798
13,80,100,55.41780497933826,E,9.699592008778096,35.21212121212121,35.32237024192304,37.91387310154325,40.6056520077597,34.3114472478082,35.14879849204047
14,80,100,55.41780497933826,E,12.690942055293188,34.813131313131315,34.57372442111225,33.32179468581499,35.53088965782453,34.86336026589363,34.516272357588925
15,80,100,55.41780497933826,E,11.938871570090129,34.41414141414141,34.0775540069582,33.886908276242025,32.77777919906685,36.46345877315581,34.067674438734976
16,80,100,55.41780497933826,E,8.193771059757967,34.01515151515152,34.36266030356405,33.632951025170364,32.296351767851434,34.15546458496929,33.85553458949287
17,80,100,55.41780497933826,E,9.687784333143506,33.61616161616162,33.583024750221114,33.46395047016193,29.263172329335863,33.13022037756738,33.66424928485866
18,80,100,55.41780497933826,E,8.69253472414945,33.21717171717172,33.14909182237969,34.68376813924937,30.518000375031527,33.75724273878961,33.327499694058496
19,80,100,55.41780497933826,E,11.180886991904234,32.81818181818182,32.17897269362459,33.28220908324653,32.47674338396952,32.422060577495294,32.83388163339883
20,80,100,55.41780497933826,E,11.17762507787516,32.41919191919192,33.00036140386148,30.87468843121852,31.292937977499413,32.66180288741824,32.46710520022999
21,80,100,55.41780497933826,E,9.879377514900122,32.02020202020202,32.328090764794624,32.43701168932637,40.11319175670346,32.25338119320462,31.906365796751142
22,80,100,55.41780497933826,E,11.85784725214168,31.62121212121212,30.994197243465077,33.726677388656626,38.33564401036328,31.29208214213692,31.535724349121715
23,80,100,55.41780497933826,E,13.102789996837384,31.22222222222222,31.498002905295422,29.35754216294431,27.342131141997623,31.04142125871326,31.196499082394666
24,80,100,55.41780497933826,E,11.845980176707082,30.823232323232325,30.564399433754684,33.52077918392712,34.17451933551853,30.97303198410222,30.795305652950862
25,80,100,55.41780497933826,E,10.1606683597807,30.424242424242426,30.903837835322317,32.03248061589366,32.43744635727248,30.12660038328086,30.42453311009731
26,80,100,55.41780497933826,E,9.112230950551956,30.02525252525253,29.250807294335853,30.632890934891165,28.608078482683545,29.093772028595392,30.36196423213978
27,80,100,55.41780497933826,E,13.219987988078746,29.626262626262623,29.43642128800255,29.16970839222333,31.641117700311653,30.402783730449556,29.62281426317249
