tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai
1,30,20,2.9439976393073977,E,-2.0,5.0,4.877786655926638,4.661467178220272,4.947517452099182,5.553295060292046
2,30,20,2.9439976393073977,E,-2.080808080808081,5.252525252525253,5.239307526967016,5.61133544044078,4.850283046471943,5.128387677241821
3,30,20,2.9439976393073977,E,-2.1616161616161618,5.505050505050505,5.445514914333723,5.895353841999059,6.501581207502831,5.546772419138178
4,30,20,2.9439976393073977,E,-2.242424242424242,5.757575757575758,5.626290081778086,5.772847441795316,4.866863681264412,5.815095326374762
5,30,20,2.9439976393073977,E,-2.323232323232323,6.01010101010101,6.0304984136155815,6.103706325486456,3.964043870849878,5.999933342875954
6,30,20,2.9439976393073977,E,-2.404040404040404,6.262626262626263,6.27289584953881,7.230678484467085,5.873554748573542,6.367846432959911
7,30,20,2.9439976393073977,E,-2.484848484848485,6.515151515151516,6.523896493645145,6.430593882006568,7.631504934202316,6.591203450131317
8,30,20,2.9439976393073977,E,-2.5656565656565657,6.767676767676768,6.6790995219353855,7.501564336497274,7.967018067798613,6.813265852140674
9,30,20,2.9439976393073977,E,-2.6464646464646466,7.020202020202021,7.1587870541844465,7.25850249757823,6.259814915807218,7.063012747760691
10,30,20,2.9439976393073977,E,-2.7272727272727275,7.272727272727273,7.268560719945777,7.378453456738372,8.244171584164125,7.235623204756525
11,30,20,2.9439976393073977,E,-2.808080808080808,7.525252525252526,7.606256718376364,7.045591772833294,8.041148855569432,7.615350662031217
12,30,20,2.9439976393073977,E,-2.888888888888889,7.777777777777779,7.803441279653213,7.132706630722474,5.582053546759656,7.68483625476625
13,30,20,2.9439976393073977,E,-2.9696969696969697,8.030303030303031,7.961144821376465,7.982501430416115,9.322813600499458,8.026801976773518
14,30,20,2.9439976393073977,E,-3.0505050505050506,8.282828282828284,8.290927298665014,8.811734658423028,9.354707693283354,8.380066214394342
15,30,20,2.9439976393073977,E,-3.1313131313131315,8.535353535353536,8.452038076999317,9.78549724285619,8.916578747380132,8.562077263404593
16,30,20,2.9439976393073977,E,-3.212121212121212,8.787878787878789,8.681759104927243,8.285237482499017,11.366569609500095,8.670604471519834
17,30,20,2.9439976393073977,E,-3.2929292929292933,9.040404040404042,8.940516714518278,8.947785824372074,10.397119812531471,9.424428491485044
18,30,20,2.9439976393073977,E,-3.3737373737373737,9.292929292929294,9.35189193072727,9.997990606049118,8.987118114929043,9.582053273778737
19,30,20,2.9439976393073977,E,-3.4545454545454546,9.545454545454547,9.528563423862309,10.102021885422468,8.09405058320261,9.66793266209851
20,30,20,2.9439976393073977,E,-3.5353535353535355,9.7979797979798,9.74568966744024,10.015053860699947,8.545205587385524,9.794844228618045
21,30,20,2.9439976393073977,E,-3.6161616161616164,10.050505050505052,10.03026229696959,10.080833406351276,6.782254733717717,10.356963983374955
22,30,20,2.9439976393073977,E,-3.6969696969696972,10.303030303030305,10.131412892695367,10.533591788798656,10.312616866435128,10.376830825126424
23,30,20,2.9439976393073977,E,-3.7777777777777777,10.555555555555557,10.536066268440955,10.492606158644437,9.06930842887415,10.700205185587244
24,30,20,2.9439976393073977,E,-3.858585858585859,10.80808080808081,10.749114663335154,10.52884589305728,11.750433973059332,10.763390871965964
25,30,20,2.9439976393073977,E,-3.9393939393939394,11.06060606060606,11.151037656900293,9.935630916694969,10.203542649666906,10.916523506205651
26,30,20,2.9439976393073977,E,-4.020202020202021,11.313131313131313,11.32474050564794,11.726255590181355,10.549526418017367,11.00918805026163
27,30,20,2.9439976393073977,E,-4.101010101010101,11.565656565656566,11.59921752797086,11.187415745995187,12.552543075769986,11.487216989022743
28,30,20,2.9439976393073977,E,-4.181818181818182,11.818181818181818,11.835964698354099,11.793739735791787,9.713899931779673,11.472564860050312
29,30,20,2.9439976393073977,E,-4.262626262626263,12.070707070707071,12.119087479070338,11.94550026375462,11.29908770168973,12.235443619023698
30,30,20,2.9439976393073977,E,-4.343434343434343,12.323232323232324,12.288057052469963,12.235966098607214,10.350107824968367,12.546581763620118
31,30,20,2.9439976393073977,E,-4.424242424242424,12.575757575757576,12.672076072022747,12.432658373930174,12.1563873991865,12.822841442893942
32,30,20,2.9439976393073977,E,-4.505050505050505,12.828282828282829,12.786257745697924,12.942590998060458,10.90804133263314,13.023724067777422
33,30,20,2.9439976393073977,E,-4.5858585858585865,13.080808080808081,13.043120311128206,12.17636704537726,12.890606098694484,13.073129980572185
34,30,20,2.9439976393073977,E,-4.666666666666667,13.333333333333334,13.394974371307118,12.93956796477976,13.221777349739883,13.296561723219389
35,30,20,2.9439976393073977,E,-4.747474747474747,13.585858585858587,13.48430013846531,14.391292474918528,12.496810299622307,13.918214605811777
36,30,20,2.9439976393073977,E,-4.828282828282829,13.83838383838384,13.776709899058321,14.152384929702787,14.660308542334512,13.773104371970005
37,30,20,2.9439976393073977,E,-4.909090909090909,14.090909090909092,14.137318511476808,13.476610206301315,13.660073276011614,14.232850933965365
38,30,20,2.9439976393073977,E,-4.98989898989899,14.343434343434344,14.09453269921481,14.539754906086928,14.846227672434392,14.59720220325106
39,30,20,2.9439976393073977,E,-5.070707070707071,14.595959595959597,14.586927180904667,14.946516443469426,14.548694373328253,14.68379472339367
40,30,20,2.9439976393073977,E,-5.151515151515152,14.84848484848485,14.824993498328032,14.678493212890892,14.534057488863496,14.426470321650955
41,30,20,2.9439976393073977,E,-5.232323232323233,15.101010101010102,14.980261102194065,14.42417190726096,13.735563170736135,15.227882789640054
42,30,20,2.9439976393073977,E,-5.313131313131313,15.353535353535355,15.436729586670408,15.367849086413232,15.257043986620925,15.299783531862
