tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai,dist_hsi
1,30,50,27.247691106712125,D,8.787792887755593,40.0,40.21138198759364,39.90953613523952,41.22932101449304,40.032691101500525,40.02094085186736
2,30,50,27.247691106712125,D,11.941951723151384,39.6010101010101,39.4248462605025,39.59983672451334,42.73464460815202,39.74233428362472,39.393918398344624
3,30,50,27.247691106712125,D,14.7070299036783,39.2020202020202,39.22664267377542,39.82451894806003,38.65441356052694,39.32529974011678,39.317315348547346
4,30,50,27.247691106712125,D,12.028594515328122,38.80303030303031,38.78365029226917,39.03100312253648,40.645635107859086,38.61747069424899,38.86188755491672
5,30,50,27.247691106712125,D,10.93487891323699,38.4040404040404,38.47245424592799,38.099886187561474,41.34518590352387,38.236402574891706,38.24671691410789
6,30,50,27.247691106712125,D,11.738931586326691,38.005050505050505,37.947923020322726,37.22451276541948,37.1826979456684,37.771704183601024,38.09807409688238
7,30,50,27.247691106712125,D,14.050817847546975,37.60606060606061,37.6567788119351,36.96003892077085,36.17084434539744,37.44074437427446,37.64372341372383
8,30,50,27.247691106712125,D,5.773230045677932,37.20707070707071,37.2768029574057,37.44105832347028,37.465269671383474,37.28895773266095,37.380980396282006
9,30,50,27.247691106712125,D,9.064678636652689,36.80808080808081,36.94848479526246,36.79364129777277,34.51721384347572,37.131366865884345,36.97098393512062
10,30,50,27.247691106712125,D,13.672270998724557,36.40909090909091,36.42464428282877,36.3723878223289,39.7850473634132,36.508637377134825,36.25687198361672
11,30,50,27.247691106712125,D,13.521711199842676,36.01010101010101,36.33236616933147,36.13274590842079,34.43784021336869,35.69880033920167,36.11331563868386
12,30,50,27.247691106712125,D,10.09105045859308,35.611111111111114,35.75553104065647,36.43859887392691,34.77710021414938,35.449664278767,35.58444863317559
13,30,50,27.247691106712125,D,11.697635682427228,35.21212121212121,34.90931043439985,34.49116708876503,34.44551116270322,35.504507279816416,35.361995359515646
14,30,50,27.247691106712125,D,11.70782827854486,34.813131313131315,34.95082689590119,34.283743947269244,37.95202924203237,35.28335490893745,34.71718393328913
15,30,50,27.247691106712125,D,14.361653397429942,34.41414141414141,34.40154436948786,33.693569831424774,37.888121040261055,33.84158641478767,34.56206343081302
16,30,50,27.247691106712125,D,8.97555547237538,34.01515151515152,33.86557268462904,33.3599162042061,33.62503034782605,33.761229963515454,34.12055081822198
17,30,50,27.247691106712125,D,8.155590954242541,33.61616161616162,33.646372491432025,33.110397328355226,30.669677037255525,33.98393020509555,33.66677342311692
18,30,50,27.247691106712125,D,9.978435958884956,33.21717171717172,33.07230747448318,34.18953573588092,34.029838989853275,33.4306052028924,33.21451180619892
19,30,50,27.247691106712125,D,6.130038162016493,32.81818181818182,32.72248098195825,32.7364463519416,34.8667661507467,33.709669751856694,32.64172592107725
20,30,50,27.247691106712125,D,11.710865400365062,32.41919191919192,32.48191443002949,32.1995385444849,31.65991110925078,32.566601552048205,32.3967320055021
21,30,50,27.247691106712125,D,14.608654461936144,32.02020202020202,32.06843417100627,33.254723260586935,32.433395552530726,32.336176410484065,32.065097898504575
22,30,50,27.247691106712125,D,5.559158684908515,31.62121212121212,31.742785172179836,31.91003477016868,34.438345975968424,31.82337074754652,31.656386580484273
23,30,50,27.247691106712125,D,5.091806182580988,31.22222222222222,31.054690599929724,30.04013613666542,33.79728331405669,31.164119813237274,31.314502321485016
24,30,50,27.247691106712125,D,9.188464435503288,30.823232323232325,30.46000867758844,30.66417248398929,33.89376051027794,31.397718107161268,30.83652067079835
25,30,50,27.247691106712125,D,13.11531441522922,30.424242424242426,30.35450786026546,31.055146129529437,30.27525409495225,30.60745904926015,30.7128865848898
26,30,50,27.247691106712125,D,6.142634190903026,30.02525252525253,29.934747772675884,31.085563521678715,29.348190335926898,30.06935643760101,30.1491132480733
27,30,50,27.247691106712125,D,8.781258731844751,29.626262626262623,29.56965498376425,28.51780769481597,28.540325720134405,29.400879332289826,29.838871401586587
28,30,50,27.247691106712125,D,13.82122218843239,29.227272727272727,29.451565074480836,29.76122534928843,26.703701907510748,29.65451249447805,29.02616010639531
29,30,50,27.247691106712125,D,13.479257477932997,28.828282828282827,28.801248347957465,28.10524102657971,27.002475398140454,28.934755734480937,28.968939720322314
30,30,50,27.247691106712125,D,14.755818127892791,28.429292929292927,28.441235042129165,28.30967973239512,29.24889041697108,28.689889577085875,28.213333822610593
31,30,50,27.247691106712125,D,11.81851894776048,28.03030303030303,27.96826447467889,27.400277702201738,25.517392836625785,28.066388489015896,27.72020321801083
32,30,50,27.247691106712125,D,14.897377811862366,27.63131313131313,27.39765682242335,26.5186939937192,28.95029299634475,27.5666084208089,27.374286392459233
33,30,50,27.247691106712125,D,5.281981394097482,27.232323232323232,27.04017420758235,26.298082380050385,30.220204164154254,27.354197050887823,27.20223038319823
