tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai
1,20,40,-43.30641770539333,E,-2.0,5.0,4.933363089116813,4.2555739279662035,6.251040870749037,5.067009573604255
2,20,40,-43.30641770539333,E,-2.080808080808081,5.252525252525253,5.3044628695617035,6.009169827760388,3.847174534548523,5.510062938039925
3,20,40,-43.30641770539333,E,-2.1616161616161618,5.505050505050505,5.547290207797864,5.006188566977325,7.874200383759832,5.500606049029037
4,20,40,-43.30641770539333,E,-2.242424242424242,5.757575757575758,5.879812681068483,5.103967758850397,5.35278243660829,5.725752312637812
5,20,40,-43.30641770539333,E,-2.323232323232323,6.01010101010101,5.986367380406402,6.351068055292326,7.617658740674151,5.845309990052549
6,20,40,-43.30641770539333,E,-2.404040404040404,6.262626262626263,6.19075616013465,7.215703611002938,5.846919456645886,6.117315074509004
7,20,40,-43.30641770539333,E,-2.484848484848485,6.515151515151516,6.451780684992116,7.6001012958184315,4.760248818373462,6.587072971957983
8,20,40,-43.30641770539333,E,-2.5656565656565657,6.767676767676768,6.705861828115262,6.930438394316657,8.60294273322997,6.7280610663131295
9,20,40,-43.30641770539333,E,-2.6464646464646466,7.020202020202021,6.825075524892929,6.9474325946586,5.965123949797316,7.384184583875064
10,20,40,-43.30641770539333,E,-2.7272727272727275,7.272727272727273,7.1966485239294125,7.4270054893481525,7.846955664209618,7.341601717857295
11,20,40,-43.30641770539333,E,-2.808080808080808,7.525252525252526,7.412350679287766,7.0137282594124954,6.861541555710238,7.330640403261128
12,20,40,-43.30641770539333,E,-2.888888888888889,7.777777777777779,7.81074520510312,8.217097654879488,8.03802318705993,8.191757698889727
13,20,40,-43.30641770539333,E,-2.9696969696969697,8.030303030303031,7.846488727325435,7.622005641722474,8.328968951500123,8.33470298933027
14,20,40,-43.30641770539333,E,-3.0505050505050506,8.282828282828284,8.313062900284331,8.520004352380676,9.349200878129158,8.419720254854399
15,20,40,-43.30641770539333,E,-3.1313131313131315,8.535353535353536,8.547232039364285,8.731735591099534,8.355289939029364,8.56251404440555
16,20,40,-43.30641770539333,E,-3.212121212121212,8.787878787878789,8.881919659203497,9.2993848308487,10.964510220697978,9.017995423007342
17,20,40,-43.30641770539333,E,-3.2929292929292933,9.040404040404042,8.965469389197857,9.79328470279394,9.374295381956935,8.692132394322748
18,20,40,-43.30641770539333,E,-3.3737373737373737,9.292929292929294,9.300556538042084,8.979578442143186,9.683821701987794,9.284846902337629
19,20,40,-43.30641770539333,E,-3.4545454545454546,9.545454545454547,9.503247253515077,9.677092208501676,5.779375508328271,9.747941199332958
20,20,40,-43.30641770539333,E,-3.5353535353535355,9.7979797979798,9.743268146727331,9.869976761766294,8.847846987571735,9.877774915962824
21,20,40,-43.30641770539333,E,-3.6161616161616164,10.050505050505052,10.109280475602713,9.333279019935935,10.228838490602563,10.386626013528526
22,20,40,-43.30641770539333,E,-3.6969696969696972,10.303030303030305,10.22978323553825,10.80362286379731,9.061541390776108,10.43898159885912
23,20,40,-43.30641770539333,E,-3.7777777777777777,10.555555555555557,10.362214580273692,10.009383011482193,10.643663603947381,10.729766621150224
24,20,40,-43.30641770539333,E,-3.858585858585859,10.80808080808081,10.920533264932972,10.986943864816766,11.251823881774778,10.745282768092455
25,20,40,-43.30641770539333,E,-3.9393939393939394,11.06060606060606,11.22080600691354,11.093809687274002,11.735639543688123,10.841661896497364
26,20,40,-43.30641770539333,E,-4.020202020202021,11.313131313131313,11.462616572352685,11.081958369993984,11.34138910486325,11.202040475495663
27,20,40,-43.30641770539333,E,-4.101010101010101,11.565656565656566,11.502528067626343,10.276889893020346,8.618773630566933,11.73238050745247
28,20,40,-43.30641770539333,E,-4.181818181818182,11.818181818181818,11.730553743478186,12.731687962365376,11.07036641795771,11.822887975961288
29,20,40,-43.30641770539333,E,-4.262626262626263,12.070707070707071,12.080132183857765,11.686332654712078,13.347704331428137,12.068277723559984
30,20,40,-43.30641770539333,E,-4.343434343434343,12.323232323232324,12.300848316892004,12.93733394188167,12.145328342734572,12.386685545172474
