tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai
1,10,20,70.25803316773636,C,-2.0,5.0,4.964815672099465,4.638502120993882,3.327409853539401,4.886147869136744
2,10,20,70.25803316773636,C,-2.080808080808081,5.252525252525253,5.2770425593152455,5.370339173508259,5.415472100896571,5.1981805768768625
3,10,20,70.25803316773636,C,-2.1616161616161618,5.505050505050505,5.506540809839774,5.299498816613503,5.082850995798873,5.578533623318248
4,10,20,70.25803316773636,C,-2.242424242424242,5.757575757575758,5.734360552784985,5.903845802350872,4.571616198909108,5.907449412172675
5,10,20,70.25803316773636,C,-2.323232323232323,6.01010101010101,6.0575242620232554,6.177003080019617,6.621291837511053,5.966370776197664
6,10,20,70.25803316773636,C,-2.404040404040404,6.262626262626263,6.348116140561753,6.260284144565293,6.12947348418173,6.344174760901761
7,10,20,70.25803316773636,C,-2.484848484848485,6.515151515151516,6.570231445624624,6.626853625539212,5.755017126845873,6.495493240394965
8,10,20,70.25803316773636,C,-2.5656565656565657,6.767676767676768,6.731575983789753,6.428341693493788,7.306101580749641,6.800352536918596
9,10,20,70.25803316773636,C,-2.6464646464646466,7.020202020202021,7.07413616553811,7.140921458914228,7.875810780970566,6.990492036456725
10,10,20,70.25803316773636,C,-2.7272727272727275,7.272727272727273,7.373682950910791,7.329136594975044,7.190915384679199,7.340615405354825
11,10,20,70.25803316773636,C,-2.808080808080808,7.525252525252526,7.607356391896864,7.702300705328859,7.500990124092786,7.48453576256254
12,10,20,70.25803316773636,C,-2.888888888888889,7.777777777777779,7.812004289191103,7.8880619087731745,7.117520388340453,7.834318903327264
13,10,20,70.25803316773636,C,-2.9696969696969697,8.030303030303031,8.025489690298423,8.340487610971817,7.349757534456086,7.985805145289684
14,10,20,70.25803316773636,C,-3.0505050505050506,8.282828282828284,8.281072791635935,8.238021093471797,8.408064837378,8.092851767879852
15,10,20,70.25803316773636,C,-3.1313131313131315,8.535353535353536,8.514421949694475,8.399348902205976,7.972806114576998,8.49880024365863
16,10,20,70.25803316773636,C,-3.212121212121212,8.787878787878789,8.74118205202743,8.747360439284394,9.651488922520278,8.585360356128298
17,10,20,70.25803316773636,C,-3.2929292929292933,9.040404040404042,9.083948170106217,9.269204894501454,9.000576146097826,9.038722712140462
18,10,20,70.25803316773636,C,-3.3737373737373737,9.292929292929294,9.258293136022726,9.361280517738994,9.052102979383989,9.30261302789999
19,10,20,70.25803316773636,C,-3.4545454545454546,9.545454545454547,9.550749809714986,9.504822097489315,9.664185585028733,9.509418638247826
20,10,20,70.25803316773636,C,-3.5353535353535355,9.7979797979798,9.816075529264062,10.135886528794735,10.918557750101423,9.735303184060633
21,10,20,70.25803316773636,C,-3.6161616161616164,10.050505050505052,10.155272211705624,10.079350627852365,8.718073666518148,10.042968713239139
22,10,20,70.25803316773636,C,-3.6969696969696972,10.303030303030305,10.414046786057623,10.284487364031072,10.014122505547123,10.203929368454546
23,10,20,70.25803316773636,C,-3.7777777777777777,10.555555555555557,10.52851706525461,10.436846957723429,11.411965960098051,10.489127986837492
24,10,20,70.25803316773636,C,-3.858585858585859,10.80808080808081,10.81365522114576,10.549614008471554,11.232893397674118,10.886521921678392
25,10,20,70.25803316773636,C,-3.9393939393939394,11.06060606060606,11.091684505605405,11.059159677506221,9.8519340515574,11.142237080773187
26,10,20,70.25803316773636,C,-4.020202020202021,11.313131313131313,11.209480399003406,11.26566623078273,11.984288263709919,11.032594657546735
27,10,20,70.25803316773636,C,-4.101010101010101,11.565656565656566,11.575341888613401,11.368487896482948,12.858323421511727,11.382604688890346
28,10,20,70.25803316773636,C,-4.181818181818182,11.818181818181818,11.76164400826712,12.21678819285865,12.671847192375521,11.799150694051724
29,10,20,70.25803316773636,C,-4.262626262626263,12.070707070707071,12.080343361740788,12.353952763207651,10.698509465590195,12.346505409623598
30,10,20,70.25803316773636,C,-4.343434343434343,12.323232323232324,12.392206960132663,12.638822332886832,11.86954959281055,12.350501755487707
31,10,20,70.25803316773636,C,-4.424242424242424,12.575757575757576,12.580904709047186,13.150249512565965,11.96993215338652,12.616882556618284
32,10,20,70.25803316773636,C,-4.505050505050505,12.828282828282829,12.786194911429588,12.742523597047693,13.612379312105878,12.96043410021157
33,10,20,70.25803316773636,C,-4.5858585858585865,13.080808080808081,13.102739898808467,13.297663314832729,12.240436810952158,13.104807992208086
34,10,20,70.25803316773636,C,-4.666666666666667,13.333333333333334,13.26203835267976,13.214688332277547,13.567889704939342,13.234607405767843
35,10,20,70.25803316773636,C,-4.747474747474747,13.585858585858587,13.52899870019023,13.519099995876376,13.600336903493313,13.504203131132481
36,10,20,70.25803316773636,C,-4.828282828282829,13.83838383838384,13.759223976965595,14.11411737657071,14.140864097672045,13.907390217062071
37,10,20,70.25803316773636,C,-4.909090909090909,14.090909090909092,14.108671571352415,13.783100664559269,15.609271796199787,14.177339262214913
38,10,20,70.25803316773636,C,-4.98989898989899,14.343434343434344,14.232226930065794,14.396826933516847,13.940526702178186,14.234804015461195
39,10,20,70.25803316773636,C,-5.070707070707071,14.595959595959597,14.573098127088539,14.794938854049207,15.942643876412937,14.783058980529326
40,10,20,70.25803316773636,C,-5.151515151515152,14.84848484848485,14.862540172350943,14.707156004058627,14.76691220207121,14.816715989571264
41,10,20,70.25803316773636,C,-5.232323232323233,15.101010101010102,15.112341102636249,15.323285374615548,16.482817237054448,15.19547880300533
42,10,20,70.25803316773636,C,-5.313131313131313,15.353535353535355,15.369009858018625,15.748859745489796,16.538465943973055,15.258244240584874
43,10,20,70.25803316773636,C,-5.3939393939393945,15.606060606060607,15.665320392653559,15.673240609833345,15.291068934698282,15.723649597135566
44,10,20,70.25803316773636,C,-5.474747474747475,15.85858585858586,15.880302940847416,15.747709790031395,16.08840930414365,15.84790860337251
45,10,20,70.25803316773636,C,-5.555555555555555,16.111111111111114,16.12853123538449,15.845828215245978,14.999834631839624,16.087427740141248
46,10,20,70.25803316773636,C,-5.636363636363637,16.363636363636367,16.398649258249076,16.281654309460567,16.59951117025043,16.50014611096917
47,10,20,70.25803316773636,C,-5.717171717171718,16.61616161616162,16.559234923956385,16.394693797748708,16.746064058230576,16.589604188112325
48,10,20,70.25803316773636,C,-5.7979797979797985,16.868686868686872,16.916996664874674,17.08535493458822,16.270048502657104,16.97550594322992
49,10,20,70.25803316773636,C,-5.878787878787879,17.12121212121212,17.122197606872238,17.44299842976541,16.00698852373064,17.17519544591835
50,10,20,70.25803316773636,C,-5.95959595959596,17.373737373737374,17.42435595826218,17.767035425133738,16.488891836495537,17.327486635187196
51,10,20,70.25803316773636,C,-6.040404040404041,17.626262626262626,17.544056472227194,17.765147945469568,17.349713403724802,17.648008709299976
52,10,20,70.25803316773636,C,-6.121212121212122,17.87878787878788,17.89745229058649,18.530028373264358,16.096598699775594,17.73191739877761
53,10,20,70.25803316773636,C,-6.202020202020202,18.13131313131313,18.15507518029989,18.264275546297206,17.3169995377675,18.207599527548492
54,10,20,70.25803316773636,C,-6.282828282828283,18.383838383838384,18.36562841939795,18.479562678229467,18.008180265486878,18.494779841596756
55,10,20,70.25803316773636,C,-6.363636363636364,18.636363636363637,18.719282311762345,18.61221535750804,18.01613168042463,18.595111437153097
56,10,20,70.25803316773636,C,-6.444444444444445,18.88888888888889,18.930318776358874,18.82414772770175,19.57609789669244,18.754832070840376
57,10,20,70.25803316773636,C,-6.525252525252526,19.141414141414142,19.123666572950086,19.2477281337625,19.48203842415667,19.207651849943513
58,10,20,70.25803316773636,C,-6.606060606060606,19.393939393939394,19.410909588609353,19.372211830930052,20.295066351624147,19.182083426558027
59,10,20,70.25803316773636,C,-6.686868686868687,19.646464646464647,19.726308035854046,19.43893642833042,20.53222111686747,19.71223175102642
60,10,20,70.25803316773636,C,-6.767676767676768,19.8989898989899,19.892154752468866,19.79101754511677,19.851429102357645,19.86686977280305
61,10,20,70.25803316773636,C,-6.848484848484849,20.151515151515152,20.10296467119978,19.982556262171403,18.404176208036283,20.256460266951567
62,10,20,70.25803316773636,C,-6.92929292929293,20.404040404040405,20.338344379600624,20.545308820574796,20.89611111375558,20.486600985680248
63,10,20,70.25803316773636,C,-7.01010101010101,20.656565656565657,20.670544121604365,20.667028119817445,21.120915801522706,20.56814544133875
64,10,20,70.25803316773636,C,-7.090909090909092,20.90909090909091,20.836174931658146,20.839612694872418,20.828967117218703,20.875458586242523
