tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai
1,40,0,56.25087761313145,D,-2.0,5.0,5.04018823150057,4.819726816418938,6.3772877208935235,4.942368000802511
2,40,0,56.25087761313145,D,-2.080808080808081,5.252525252525253,5.335138040214073,5.28040393715277,4.188105366737065,5.460325158553378
3,40,0,56.25087761313145,D,-2.1616161616161618,5.505050505050505,5.50957318411716,5.827176321459617,6.98328759184771,5.289958191240931
4,40,0,56.25087761313145,D,-2.242424242424242,5.757575757575758,5.735961555346261,6.303834878412502,5.695590128533072,5.764432562146264
5,40,0,56.25087761313145,D,-2.323232323232323,6.01010101010101,6.029457184131166,5.98662187819983,6.3247652944859505,6.014929360703789
6,40,0,56.25087761313145,D,-2.404040404040404,6.262626262626263,6.215217202117727,5.996047520852245,7.264513895690382,6.402472684575525
7,40,0,56.25087761313145,D,-2.484848484848485,6.515151515151516,6.464373142461041,6.892868064405591,7.4727582815702025,6.656475039480127
8,40,0,56.25087761313145,D,-2.5656565656565657,6.767676767676768,6.896543824412356,7.1255992174503575,8.446581186989794,6.694765948093767
9,40,0,56.25087761313145,D,-2.6464646464646466,7.020202020202021,7.064105616909919,6.145033071958325,7.671995910471521,7.111355354481185
10,40,0,56.25087761313145,D,-2.7272727272727275,7.272727272727273,7.242637683551948,7.197966649907064,6.980295916694831,7.290504963513447
11,40,0,56.25087761313145,D,-2.808080808080808,7.525252525252526,7.566382658868691,7.327347752449463,7.318778738922926,7.724907747924102
12,40,0,56.25087761313145,D,-2.888888888888889,7.777777777777779,7.866096818211635,7.411747542775664,7.921928049725568,7.622594010031333
13,40,0,56.25087761313145,D,-2.9696969696969697,8.030303030303031,7.9829235637703135,7.727525996289156,6.788705977796912,8.297870544267974
14,40,0,56.25087761313145,D,-3.0505050505050506,8.282828282828284,8.230299713741442,7.980782189493391,7.819411653410656,8.052576854903936
15,40,0,56.25087761313145,D,-3.1313131313131315,8.535353535353536,8.464524351502114,8.463541603163346,7.3984917772579735,8.499652024532589
16,40,0,56.25087761313145,D,-3.212121212121212,8.787878787878789,8.915342714162657,8.866126739910158,7.808280704528003,8.735460311307238
17,40,0,56.25087761313145,D,-3.2929292929292933,9.040404040404042,9.034150868259339,9.09645306426682,9.510590820206957,9.036995519034647
18,40,0,56.25087761313145,D,-3.3737373737373737,9.292929292929294,9.444716511111011,9.085842929148427,8.363727740101325,9.282959709673392
19,40,0,56.25087761313145,D,-3.4545454545454546,9.545454545454547,9.490011110594233,9.328699924661937,9.907534624830019,9.828016526536526
20,40,0,56.25087761313145,D,-3.5353535353535355,9.7979797979798,9.89593435630571,9.792524456665967,8.235252543383137,9.699023362396538
21,40,0,56.25087761313145,D,-3.6161616161616164,10.050505050505052,10.066157863186797,10.641328224544921,10.722880004803297,10.154121044152904
22,40,0,56.25087761313145,D,-3.6969696969696972,10.303030303030305,10.360619028852305,10.253991867539261,10.741359303494882,10.445817704827459
23,40,0,56.25087761313145,D,-3.7777777777777777,10.555555555555557,10.452479288104694,10.902197940347726,10.757301894194523,10.577003119330344
24,40,0,56.25087761313145,D,-3.858585858585859,10.80808080808081,10.886177161306206,11.719179197102996,12.74052759713787,10.772165396185127
25,40,0,56.25087761313145,D,-3.9393939393939394,11.06060606060606,10.987503968258217,10.87628388585361,10.384127973606564,11.213881673922595
26,40,0,56.25087761313145,D,-4.020202020202021,11.313131313131313,11.30067658548488,11.829442282762411,11.70811811672585,11.658676654885813
27,40,0,56.25087761313145,D,-4.101010101010101,11.565656565656566,11.487423499039764,11.602548931083208,12.75079286160656,11.328981367835333
28,40,0,56.25087761313145,D,-4.181818181818182,11.818181818181818,11.731967920826945,12.147214746084455,10.088092560622888,11.811995149726883
