tick,precipitation,fog,sun_altitude,scenario_type,v_approach,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai
1,100,20,-26.776498569020987,B,-2.0,5.0,5.123568670730232,6.760081032444798,5.4916971683043965,4.9396715890582
2,100,20,-26.776498569020987,B,-2.080808080808081,5.252525252525253,4.697542802242876,5.877001603591642,10.170333324450716,5.715915858106722
3,100,20,-26.776498569020987,B,-2.1616161616161618,5.505050505050505,5.3808063836400395,4.615680359568035,-0.2707413150929936,5.366015791861938
4,100,20,-26.776498569020987,B,-2.242424242424242,5.757575757575758,5.872365369849193,5.470274525432976,4.973727495318219,5.95016602515502
5,100,20,-26.776498569020987,B,-2.323232323232323,6.01010101010101,5.9217745494769956,8.73848375808037,10.93609540715615,6.39186904543225
6,100,20,-26.776498569020987,B,-2.404040404040404,6.262626262626263,5.979667887456558,5.507538690138635,10.22503670638243,6.8220377818457045
7,100,20,-26.776498569020987,B,-2.484848484848485,6.515151515151516,6.7393945211527235,5.606570555509558,5.956401249293567,6.567077652864298
8,100,20,-26.776498569020987,B,-2.5656565656565657,6.767676767676768,7.062934440566177,6.985180792950931,6.869423952312606,6.283196066993274
9,100,20,-26.776498569020987,B,-2.6464646464646466,7.020202020202021,7.095574857962981,6.2779054227879545,6.573726841349607,6.739359974307564
10,100,20,-26.776498569020987,B,-2.7272727272727275,7.272727272727273,7.199438208234614,5.7227404735589635,12.279848713114077,8.35992250173573
11,100,20,-26.776498569020987,B,-2.808080808080808,7.525252525252526,7.379237993700474,6.617199365171815,4.96600492156732,7.566564919353787
12,100,20,-26.776498569020987,B,-2.888888888888889,7.777777777777779,7.809085491709181,9.062518696533111,6.578207271516959,7.4826453773671995
13,100,20,-26.776498569020987,B,-2.9696969696969697,8.030303030303031,8.108077126064263,8.139484308101409,6.203050586252758,7.395339581901012
14,100,20,-26.776498569020987,B,-3.0505050505050506,8.282828282828284,8.247391230441034,9.32190674757207,7.985481815176044,8.784997399485373
15,100,20,-26.776498569020987,B,-3.1313131313131315,8.535353535353536,8.425941188563412,8.887377077122757,8.375507180981002,8.999720684935127
16,100,20,-26.776498569020987,B,-3.212121212121212,8.787878787878789,9.074102747631201,10.33164243700459,11.712309798242725,9.013428710539875
